	2.667228206581955
发展史	5.529429087511423
发展期	4.613138355637268
发展模式	5.123963979403259
发展部	5.529429087511423
发布	1.4518916436057039
发布会	3.657626910609832
发帖	4.836281906951478
发扬	5.123963979403259
发挥	3.044522437723423
发改委	4.276666119016055
发放	4.276666119016055
发文	5.529429087511423
发明	4.276666119016055
发明家	5.529429087511423
发明者	5.529429087511423
发条	5.123963979403259
发源地	5.529429087511423
发烧	4.836281906951478
发烧友	5.123963979403259
发热	5.529429087511423
发热量	5.529429087511423
发现	1.540445040947149
发生	2.290750635347043
发电	5.123963979403259
发电机	5.123963979403259
发电站	5.123963979403259
发病率	5.529429087511423
发票	4.430816798843313
发给	4.836281906951478
发育迟缓	5.529429087511423
发行	4.276666119016055
发行价	5.529429087511423
发表	3.087082052142219
发觉	5.529429087511423
发言	4.276666119016055
发言人	4.430816798843313
发誓	5.123963979403259
发财	5.529429087511423
发货	4.276666119016055
发货量	5.529429087511423
发起	3.2268439945173775
发起者	5.529429087511423
发达	4.836281906951478
发送	3.824680995272998
发送方	5.529429087511423
发酵	5.529429087511423
叔	5.529429087511423
叔父	5.529429087511423
取	3.7376696182833684
取代	3.449987545831587
取出	5.123963979403259
取得	2.7260687066048885
取悦	5.529429087511423
取景	4.836281906951478
取景器	4.613138355637268
取暖	5.529429087511423
取消	3.919991175077323
取而代之	5.123963979403259
取长补短	5.529429087511423
受	1.8281271133989299
受众	5.529429087511423
受制	4.613138355637268
受压	5.529429087511423
受命	5.529429087511423
受害人	5.123963979403259
受害者	5.123963979403259
受惠	5.529429087511423
受挫	5.529429087511423
受损	4.613138355637268
受敌	5.529429087511423
受气	5.529429087511423
受灾	5.529429087511423
受理	4.613138355637268
受益	4.430816798843313
受累	5.529429087511423
受让	5.123963979403259
受阻	5.529429087511423
受限	4.613138355637268
受骗	5.529429087511423
变	1.3862943611198906
变为	4.836281906951478
变动	4.613138355637268
变化	2.290750635347043
变味	5.529429087511423
变形	4.613138355637268
变成	2.9267394020670396
变换	5.123963979403259
变故	5.529429087511423
变数	4.613138355637268
变更	5.529429087511423
变样	5.529429087511423
变现	4.613138355637268
变相	5.529429087511423
变脸	5.123963979403259
变色	5.529429087511423
变身	4.430816798843313
变速	5.123963979403259
变革	3.824680995272998
变频	4.02535169073515
变频器	5.529429087511423
叠加	5.123963979403259
口	3.7376696182833684
口出狂言	5.529429087511423
口号	4.430816798843313
口号式	5.529429087511423
口味	4.613138355637268
口头	4.836281906951478
口子	5.123963979403259
口径	4.613138355637268
口感	5.529429087511423
口气	5.529429087511423
口碑	4.276666119016055
口粮	5.529429087511423
口袋	4.613138355637268
口风	5.123963979403259
古怪	5.123963979403259
句	3.449987545831587
句式	5.529429087511423
句点	5.529429087511423
另	1.9740810260220096
另一方面	3.087082052142219
另外	1.7227665977411035
另类	5.123963979403259
另辟蹊径	5.529429087511423
只	1.8158570208071154
只好	5.123963979403259
只是	1.9740810260220096
只有	2.003068562895262
只求	5.529429087511423
只用	5.123963979403259
只管	5.123963979403259
只能	2.461376152377806
只要	2.667228206581955
只身一人	5.529429087511423
叫	3.3893629240151526
叫做	5.123963979403259
叫响	5.529429087511423
叫嚣	5.529429087511423
叫嚷	5.529429087511423
叫板	4.836281906951478
叫法	5.529429087511423
召	5.529429087511423
召开	4.143134726391533
召集	5.123963979403259
叮	5.529429087511423
可	1.0692846735735897
可不是	5.529429087511423
可乐	4.613138355637268
可以	0.6542317643102719
可信	5.529429087511423
可信度	5.123963979403259
可取	5.123963979403259
可口可乐	5.529429087511423
可喜	5.529429087511423
可喜可贺	5.529429087511423
可圈可点	5.529429087511423
可塑性	5.529429087511423
可怕	5.123963979403259
可怜	5.123963979403259
可悲	5.123963979403259
可惜	4.836281906951478
可想而知	5.529429087511423
可扩展性	5.123963979403259
可拆式	5.123963979403259
可是	4.02535169073515
可望	4.613138355637268
可比性	5.529429087511423
可汗	4.836281906951478
可爱	5.123963979403259
可爱风	5.529429087511423
可玩性	4.836281906951478
可用	4.02535169073515
可用性	5.123963979403259
可疑	5.529429087511423
可耻	5.529429087511423
可能	1.1856236656577395
可能性	3.7376696182833684
可行	4.836281906951478
可行性	5.529429087511423
可见	3.7376696182833684
可观	4.143134726391533
可视	4.02535169073515
可言	4.613138355637268
可调	5.529429087511423
可谓	3.7376696182833684
可靠	4.143134726391533
可靠性	5.123963979403259
台	2.1795250002368185
台前	5.123963979403259
台北股市	5.529429087511423
台和	4.613138355637268
台州	4.430816798843313
台币	5.123963979403259
台式	4.430816798843313
台式机	4.836281906951478
台湾	4.430816798843313
台湾奇美	5.529429087511423
台球桌	5.123963979403259
台词	5.529429087511423
台资	5.529429087511423
台阶	5.529429087511423
台面	5.529429087511423
史	3.58351893845611
史密斯	5.529429087511423
史玉柱	4.836281906951478
史蒂夫	4.143134726391533
史蒂夫哈斯克	5.529429087511423
史蒂文	5.529429087511423
右	4.143134726391533
右上角	4.836281906951478
右下角	4.836281906951478
右侧	5.123963979403259
右边	5.123963979403259
叵	5.529429087511423
叶	4.836281906951478
叶子	5.529429087511423
叶绿素	5.529429087511423
号	2.4159137783010487
号召	5.123963979403259
号召力	5.529429087511423
号志	5.123963979403259
号段	4.836281906951478
号码	4.430816798843313
号称	3.58351893845611
司	4.430816798843313
司机	4.613138355637268
司法	5.123963979403259
司空见惯	5.529429087511423
叹为观止	5.529429087511423
叹息	4.836281906951478
吃	3.2268439945173775
吃独食	5.529429087511423
吃相	5.529429087511423
吃穿住行	5.529429087511423
吃饭	4.836281906951478
各	1.9459101490553132
各个	3.1780538303479458
各位	4.430816798843313
各取所需	5.529429087511423
各国	5.529429087511423
各地	3.7376696182833684
各处	5.123963979403259
各家	3.657626910609832
各异	5.529429087511423
各显神通	5.529429087511423
各样	4.276666119016055
各界	5.123963979403259
各种	2.128231705849268
各类	3.58351893845611
各级	5.529429087511423
各自	3.3893629240151526
各自为政	5.123963979403259
各路	4.276666119016055
各项	4.276666119016055
吆喝	4.143134726391533
合	3.278137288904928
合一	4.836281906951478
合二为一	5.529429087511423
合亿	4.836281906951478
合伙人	4.276666119016055
合作	2.1621332575249492
合作方	5.529429087511423
合作者	5.529429087511423
合力	5.529429087511423
合同	4.613138355637268
合家	5.529429087511423
合并	3.7376696182833684
合并案	5.529429087511423
合影	5.123963979403259
合成	4.836281906951478
合格	5.123963979403259
合法	4.613138355637268
合理	3.278137288904928
合理性	5.529429087511423
合算	5.529429087511423
合约	3.449987545831587
合规	5.529429087511423
合计	4.613138355637268
合资	4.02535169073515
合资方	5.529429087511423
合辙	5.529429087511423
合适	3.824680995272998
合金	5.123963979403259
吉尔	5.123963979403259
吉尼斯	5.529429087511423
吉恩	5.123963979403259
吉林	5.123963979403259
吉林市	5.529429087511423
吉林省	5.123963979403259
吉林长白山	5.529429087511423
吉米	5.529429087511423
吊顶	5.529429087511423
同	1.9050881545350582
同上	5.529429087511423
同为	4.613138355637268
同事	3.824680995272998
同伴	5.529429087511423
同城快递	5.529429087511423
同学	4.836281906951478
同年	5.123963979403259
同志	5.529429087511423
同情心	5.529429087511423
同意	3.657626910609832
同日而语	5.123963979403259
同时	1.0692846735735897
同期	2.667228206581955
同样	1.9050881545350582
同款	4.836281906951478
同步	3.5145260669691587
同源	5.529429087511423
同理	5.123963979403259
同盟军	5.529429087511423
同等	4.836281906951478
同类	4.143134726391533
同级	5.529429087511423
同胞	5.123963979403259
同花顺	5.123963979403259
同行	4.430816798843313
同质化	4.143134726391533
同轴	5.123963979403259
名	1.9740810260220096
名不符实	4.836281906951478
名义	4.276666119016055
名人	5.123963979403259
名册	5.529429087511423
名列	5.529429087511423
名列前茅	5.123963979403259
名单	4.836281906951478
名号	5.123963979403259
名品	5.529429087511423
名声	5.529429087511423
名字	3.7376696182833684
名存实亡	5.529429087511423
名将	5.529429087511423
名师	5.123963979403259
名校	4.836281906951478
名气	5.529429087511423
名片	5.123963979403259
名片通	5.529429087511423
名牌	4.613138355637268
名电	5.123963979403259
名称	4.143134726391533
名言	5.529429087511423
名鞋	5.529429087511423
后	0.9343092373768334
后人	5.529429087511423
后台	3.3893629240151526
后备	5.529429087511423
后悔	5.529429087511423
后扣	5.529429087511423
后方	5.123963979403259
后期	4.836281906951478
后来	3.7376696182833684
后来者	4.836281906951478
后果	4.613138355637268
后盖	4.276666119016055
后盾	5.529429087511423
后知后觉	5.529429087511423
后续	4.02535169073515
后脑	5.529429087511423
后腿	5.123963979403259
后起之秀	5.123963979403259
后遗症	5.529429087511423
后部	5.529429087511423
后面	4.02535169073515
后顾之忧	5.123963979403259
吐	3.58351893845611
向	1.2738163776932003
向上	4.613138355637268
向东	5.529429087511423
向前	4.836281906951478
向前冲	5.529429087511423
向来	5.123963979403259
向着	5.123963979403259
吓人	5.529429087511423
吕长城	5.529429087511423
吗	2.461376152377806
吝啬	5.529429087511423
吞	4.836281906951478
吞吐量	5.123963979403259
吞没	5.529429087511423
否	5.123963979403259
否则	3.5145260669691587
否认	3.58351893845611
吧	2.9267394020670396
吨	5.123963979403259
吨位	4.836281906951478
含	3.919991175077323
含义	4.836281906951478
含情脉脉	5.529429087511423
含有	5.123963979403259
含糊	5.123963979403259
含蓄	5.529429087511423
含量	4.02535169073515
听	3.5145260669691587
听众	5.529429087511423
听写	5.529429087511423
听到	4.430816798843313
听听	5.529429087511423
听筒	4.836281906951478
听觉	5.123963979403259
听讲	5.529429087511423
听话	5.529429087511423
听说	4.276666119016055
吮	5.529429087511423
启	5.529429087511423
启动	2.7568403652716422
启动会	5.529429087511423
启动时间	5.529429087511423
启动电流	5.529429087511423
启明	5.529429087511423
启用	5.123963979403259
启示	4.613138355637268
启迪	5.123963979403259
吴	5.529429087511423
吴京	5.529429087511423
吴侬	5.529429087511423
吴培锋	5.529429087511423
吴炳华	5.529429087511423
吴玲艳	5.529429087511423
吴育林	5.529429087511423
吴芳芳	5.123963979403259
吵	5.529429087511423
吸	4.836281906951478
吸取	4.430816798843313
吸尘器	5.529429087511423
吸引	2.7568403652716422
吸引你	5.529429087511423
吸引力	3.58351893845611
吸收	4.836281906951478
吸收率	5.123963979403259
吸波	5.123963979403259
吸附	5.123963979403259
吹	4.143134726391533
吼	5.123963979403259
呀	5.123963979403259
呆	5.123963979403259
呈	4.02535169073515
呈现	2.667228206581955
告	4.276666119016055
告别	4.613138355637268
告发	5.529429087511423
告急	5.123963979403259
告白	5.123963979403259
告知	4.836281906951478
告诉	2.290750635347043
告诫	4.836281906951478
呕血	5.529429087511423
呗	5.529429087511423
员	5.529429087511423
员工	2.533696813957432
呢	2.461376152377806
周	3.044522437723423
周一	3.919991175077323
周三	5.529429087511423
周二	5.529429087511423
周五	3.449987545831587
周六	4.143134726391533
周刊	4.276666119016055
周到	5.529429087511423
周四	4.143134726391533
周围	3.278137288904928
周大福	5.529429087511423
周年	4.430816798843313
周报	5.529429087511423
周日	4.143134726391533
周晔	5.123963979403259
周期	3.5145260669691587
周期性	5.529429087511423
周末	3.449987545831587
周杰	5.529429087511423
周永明	4.143134726391533
周润健	5.529429087511423
周清	5.529429087511423
周边	4.836281906951478
周锐	5.529429087511423
周鸿	5.123963979403259
味	4.836281906951478
味儿	5.123963979403259
味道	4.836281906951478
呵护	5.529429087511423
呼	4.836281906951478
呼叫	4.836281906951478
呼吁	3.919991175077323
呼吸	5.529429087511423
呼吸灯	5.529429087511423
呼吸管	5.529429087511423
呼唤	5.123963979403259
呼声	5.123963979403259
命	4.430816798843313
命令	5.529429087511423
命名	3.824680995272998
命脉	5.123963979403259
命运	4.430816798843313
命门	5.529429087511423
命题	4.613138355637268
咂	4.276666119016055
咋	4.836281906951478
咋舌	5.529429087511423
和	0.22861484076479952
和亲	5.529429087511423
和会	5.123963979403259
和和	5.529429087511423
和数	5.529429087511423
和日	5.123963979403259
和硕	5.123963979403259
和营	5.123963979403259
和解	3.1780538303479458
和谈	5.123963979403259
和谐	5.529429087511423
和风	5.123963979403259
咖啡	5.123963979403259
咖啡吧	5.529429087511423
咖啡店	4.836281906951478
咖啡馆	5.123963979403259
咨询	3.044522437723423
咨询服务	5.529429087511423
咬	4.836281906951478
咬咬	5.529429087511423
咯	5.123963979403259
咱	5.529429087511423
咱们	4.613138355637268
哀鸿遍野	5.529429087511423
品	3.044522437723423
品位	5.123963979403259
品味	4.836281906951478
品味生活	5.529429087511423
品牌	1.4604023332736125
品牌化	5.529429087511423
品种	5.123963979403259
品类	3.58351893845611
品质	3.3893629240151526
哇	5.529429087511423
哈	5.123963979403259
哈佛	5.529429087511423
哈佛大学	4.430816798843313
哈曼卡顿	5.529429087511423
哈萨克斯坦	5.529429087511423
哈贝马斯	5.529429087511423
哈达	5.529429087511423
哉	5.529429087511423
响	4.836281906951478
响亮	5.123963979403259
响应	4.276666119016055
响应时间	5.529429087511423
响应速度	5.123963979403259
响起	5.123963979403259
哐	5.529429087511423
哑巴亏	5.529429087511423
哥	5.123963979403259
哥伦比亚	5.529429087511423
哥伦比亚特区	5.123963979403259
哥哥	5.123963979403259
哦	4.430816798843313
哪	1.5591371739593014
哪个	4.430816798843313
哪些	4.430816798843313
哪儿	5.123963979403259
哪家	4.143134726391533
哪怕	5.123963979403259
哪里	3.824680995272998
哭	5.529429087511423
哭泣	5.529429087511423
哲学	5.529429087511423
哼哼	5.529429087511423
唆使	5.529429087511423
唉	5.123963979403259
唐建国	5.529429087511423
唐心怡	5.529429087511423
唐景文	5.529429087511423
唤醒	5.529429087511423
唬	4.836281906951478
售	2.1621332575249492
售价	2.2335922215070942
售出	3.919991175077323
售卖	4.430816798843313
售后	3.58351893845611
售罄	4.613138355637268
唯	4.276666119016055
唯一	2.9267394020670396
唯一性	5.529429087511423
唯品	5.529429087511423
唯我独尊	5.123963979403259
唯独	5.529429087511423
唯美	5.123963979403259
唱	4.836281906951478
唱吧	5.529429087511423
啃	5.529429087511423
商	1.8158570208071154
商业	2.330755969960742
商业化	5.123963979403259
商业广场	5.529429087511423
商业界	5.123963979403259
商代	5.529429087511423
商会	4.276666119016055
商住	5.529429087511423
商务	1.988469763474109
商务印书馆	5.529429087511423
商务型	5.529429087511423
商务服务	5.123963979403259
商务本	5.529429087511423
商务机	5.529429087511423
商务楼	5.529429087511423
商务部	5.123963979403259
商品	2.095441883026277
商圈	5.123963979403259
商场	3.919991175077323
商城	2.2152430828388976
商学院	4.836281906951478
商家	2.3105532626432224
商店	3.0037004432031678
商战	4.430816798843313
商户	3.58351893845611
商报	4.143134726391533
商机	3.919991175077323
商标	4.276666119016055
商标局	5.123963979403259
商标权	5.123963979403259
商标法	5.529429087511423
商榷	4.836281906951478
商用	4.276666119016055
商界	4.836281906951478
商誉	5.123963979403259
商谈	5.529429087511423
商贸	5.123963979403259
商都	4.613138355637268
商量	5.529429087511423
商铺	4.430816798843313
商高	5.123963979403259
啊	3.332204510175204
啥	3.278137288904928
啦	5.123963979403259
啼哭声	5.529429087511423
啾	5.529429087511423
善	5.123963979403259
善良	5.529429087511423
喇叭	4.836281906951478
喊	4.430816798843313
喊叫	5.529429087511423
喊话	5.123963979403259
喜	4.613138355637268
喜人	4.836281906951478
喜好	4.613138355637268
喜悦	5.123963979403259
喜欢	1.2321436812926323
喜爱	4.02535169073515
喜讯	5.123963979403259
喝	4.143134726391533
喝茶	5.529429087511423
喝酒	5.529429087511423
喧嚣	5.529429087511423
喷	5.123963979403259
喷射	4.836281906951478
喷涂	5.529429087511423
喻为	5.529429087511423
嗅	4.276666119016055
嗅觉	4.430816798843313
嗌	5.529429087511423
嗔	5.529429087511423
嗜血性	5.529429087511423
嗟	5.529429087511423
嗣	5.123963979403259
嗤之以鼻	5.529429087511423
嗲	5.529429087511423
嗳	5.529429087511423
嗽	5.529429087511423
嘀	5.529429087511423
嘁	5.529429087511423
嘉宾	4.836281906951478
嘏	5.529429087511423
嘛	5.123963979403259
嘲笑	5.529429087511423
嘲讽	5.123963979403259
嘴	5.529429087511423
嘿嘿	5.529429087511423
器	5.529429087511423
器具	5.529429087511423
器材	5.529429087511423
器械	5.529429087511423
器皿	5.529429087511423
噩梦	4.836281906951478
噪	3.824680995272998
噪声	5.123963979403259
噪音	3.919991175077323
噪音值	5.529429087511423
噱头	4.836281906951478
囊	5.123963979403259
囊中	4.836281906951478
囊括	4.276666119016055
四	1.9598963910300533
四五年	5.529429087511423
四倍	5.529429087511423
四分之一	4.836281906951478
四千	5.123963979403259
四叶草	5.529429087511423
四处	4.836281906951478
四大	4.02535169073515
四季度	4.276666119016055
四川	5.529429087511423
四核	2.3939348715822737
四舍五入	5.529429087511423
四轮	5.529429087511423
四通道	4.836281906951478
四面	5.529429087511423
回	3.278137288904928
回到	3.332204510175204
回升	4.430816798843313
回去	4.836281906951478
回型	5.529429087511423
回复	3.58351893845611
回头	5.529429087511423
回头客	5.529429087511423
回家	4.836281906951478
回家过年	5.529429087511423
回应	3.5145260669691587
回弹	5.123963979403259
回归	4.143134726391533
回忆	4.276666119016055
回想	5.123963979403259
回报	4.613138355637268
回捕	5.529429087511423
回撤	5.123963979403259
回放	5.123963979403259
回旋	5.529429087511423
回暖	5.123963979403259
回来	4.02535169073515
回电	5.529429087511423
回笼	5.529429087511423
回答	3.7376696182833684
回落	4.836281906951478
回购	4.430816798843313
回购期	5.123963979403259
回购量	5.123963979403259
回路	5.529429087511423
回避	5.529429087511423
回音	5.123963979403259
回顾	4.836281906951478
回馈	4.836281906951478
回首	5.123963979403259
因	2.2335922215070942
因为	1.410391912698951
因子	5.529429087511423
因循守旧	5.123963979403259
因果	5.529429087511423
因此	1.8158570208071154
因特网	5.529429087511423
因素	2.8213788864092133
因而	5.529429087511423
团	4.276666119016055
团伙	5.529429087511423
团购	3.919991175077323
团队	3.0037004432031678
园区	4.836281906951478
困境	4.02535169073515
困局	5.123963979403259
困惑	3.919991175077323
困扰	3.919991175077323
困难	3.332204510175204
困难性	5.123963979403259
困难重重	5.529429087511423
围	4.613138355637268
围绕	3.58351893845611
固件	5.529429087511423
固守	5.529429087511423
固定	3.824680995272998
固定式	5.529429087511423
固定点	5.529429087511423
固态	3.919991175077323
固有	4.613138355637268
固然	4.613138355637268
固网	5.529429087511423
固话	5.529429087511423
国	4.613138355637268
国产	2.9267394020670396
国人	4.613138355637268
国信	5.529429087511423
国光	4.430816798843313
国兴	5.529429087511423
国内	1.6478652895679857
国内外	3.58351893845611
国内版	5.123963979403259
国军	5.529429087511423
国务院	5.529429087511423
国外	2.290750635347043
国家	2.2152430828388976
国家性	5.529429087511423
国家报	5.529429087511423
国家级	5.123963979403259
国家队	5.529429087511423
国庆	4.143134726391533
国庆节	5.123963979403259
国开行	5.529429087511423
国星	5.529429087511423
国有	5.123963979403259
国民	5.123963979403259
国泰	5.529429087511423
国美	3.1315338147130527
国美电器	4.276666119016055
国航	5.529429087511423
国货	5.123963979403259
国际	2.095441883026277
国际化	5.123963979403259
国际在线	5.123963979403259
国际性	5.529429087511423
国际版	5.529429087511423
图	2.095441883026277
图书	4.02535169073515
图书馆	5.123963979403259
图像	2.7885890635862225
图像传感器	5.123963979403259
图形	4.02535169073515
图文并茂	5.529429087511423
图标	3.919991175077323
图案	4.02535169073515
图片	1.7682289718178608
图片论坛	4.836281906951478
图版	5.529429087511423
图腾	5.529429087511423
图表	5.529429087511423
图赏	4.430816798843313
图钉	5.123963979403259
圆弧	5.123963979403259
圆形	5.123963979403259
圆桌	5.529429087511423
圆润	4.276666119016055
圆溜溜	5.529429087511423
圆滑	5.529429087511423
圆点	5.529429087511423
圆珠笔	5.529429087511423
圆角	5.123963979403259
圆通	5.529429087511423
圈	4.143134726391533
圈圈	5.529429087511423
圈子	4.613138355637268
土	5.529429087511423
土地	5.123963979403259
土壤	4.836281906951478
土老冒	5.529429087511423
土耳其	5.529429087511423
土豆	5.123963979403259
土豹子	5.529429087511423
土鳖	5.529429087511423
圣地	5.123963979403259
圣诞	5.123963979403259
圣诞节	5.529429087511423
在	0.09134977858822783
在下	5.529429087511423
在于	2.7885890635862225
在内	3.087082052142219
在即	4.613138355637268
在家	5.529429087511423
在岗	5.529429087511423
在意	5.529429087511423
在等待	4.143134726391533
在线	2.509004201367061
在职	5.529429087511423
在读	4.836281906951478
在轨	5.529429087511423
地	1.3322271398496148
地产网	5.529429087511423
地位	2.4849066497880004
地利	5.529429087511423
地区	2.696215743455207
地图	3.278137288904928
地址	3.5145260669691587
地外文明	5.123963979403259
地大	5.123963979403259
地头蛇	5.529429087511423
地带	5.529429087511423
地接社	5.123963979403259
地方	2.5849901083449827
地暖	5.529429087511423
地步	5.123963979403259
地毯式	5.529429087511423
地点	4.430816798843313
地球	3.824680995272998
地球人	5.123963979403259
地理	5.529429087511423
地盘	4.836281906951478
地称	5.123963979403259
地貌	4.276666119016055
地质	5.123963979403259
地铁	4.276666119016055
地震	5.123963979403259
地面	5.529429087511423
场	2.3105532626432224
场合	4.276666119016055
场地	5.123963979403259
场地费	5.529429087511423
场外	5.529429087511423
场子	5.123963979403259
场所	4.836281906951478
场景	3.919991175077323
场面	5.123963979403259
均	2.145038824165649
均匀	5.123963979403259
均等	5.123963979403259
均衡	4.836281906951478
坊	5.123963979403259
坎	5.123963979403259
坎坷	4.836281906951478
坏	3.919991175077323
坏事	5.529429087511423
坐	3.7376696182833684
坐姿	5.529429087511423
坐庄	5.529429087511423
坐收	5.529429087511423
坐标	5.529429087511423
坐椅	5.529429087511423
坐等	5.529429087511423
坐视	5.529429087511423
坑	4.02535169073515
块	2.1795250002368185
坚不可摧	5.529429087511423
坚信	5.529429087511423
坚固	4.430816798843313
坚守	5.529429087511423
坚定	4.143134726391533
坚定不移	5.529429087511423
坚实	4.613138355637268
坚持	3.58351893845611
坚挺	4.836281906951478
坚果	5.123963979403259
坚称	4.613138355637268
坝	5.529429087511423
坠	5.529429087511423
坠入	5.529429087511423
坠毁	5.123963979403259
坠落	5.123963979403259
坦承	4.836281906951478
坦白	5.529429087511423
坦言	3.58351893845611
坦诚	5.529429087511423
坪	5.529429087511423
垂死	5.123963979403259
垂直	3.2268439945173775
垂直型	5.529429087511423
垂直类	4.276666119016055
垃圾	5.529429087511423
垃圾股	5.529429087511423
垄断	3.657626910609832
型	3.919991175077323
型号	2.6390573296152584
垫	5.529429087511423
垫底	5.529429087511423
垮	5.123963979403259
埃利森	5.529429087511423
埃德理查兹	5.529429087511423
埃德蒙顿	5.529429087511423
埃普斯	5.529429087511423
埃里克	5.123963979403259
埃里森	5.529429087511423
埋	5.529429087511423
埋单	5.529429087511423
埋头	5.529429087511423
埋藏	5.529429087511423
城	3.7376696182833684
城市	2.8552804380848946
城市化	5.529429087511423
城里	5.529429087511423
域名	4.836281906951478
培养	4.276666119016055
培育	4.613138355637268
培训	3.332204510175204
基	5.529429087511423
基于	2.533696813957432
基准	4.836281906951478
基准日	5.529429087511423
基因	4.02535169073515
基地	4.143134726391533
基层	4.836281906951478
基座	5.123963979403259
基数	4.430816798843313
基本	2.145038824165649
基本法	5.529429087511423
基本面	5.529429087511423
基石	5.529429087511423
基础	2.5849901083449827
基站	4.276666119016055
基金	3.332204510175204
基金会	5.123963979403259
堂	4.613138355637268
堂鼓	5.529429087511423
堆	4.613138355637268
堆放	5.529429087511423
堪	5.123963979403259
堪培拉	5.123963979403259
堪称	5.529429087511423
堪萨斯	5.529429087511423
堵	5.529429087511423
堵塞	4.836281906951478
堵车	5.123963979403259
塑封	5.529429087511423
塑料	4.02535169073515
塑料板	5.529429087511423
塑料袋	5.529429087511423
塑造	4.430816798843313
塔尔	5.529429087511423
塘	5.529429087511423
塞	4.836281906951478
塞尔	5.529429087511423
塞弗特	5.529429087511423
塞班	5.529429087511423
填	5.123963979403259
填写	4.613138355637268
填补	5.529429087511423
境	5.123963979403259
境内	4.613138355637268
境内外	5.529429087511423
境况	5.529429087511423
境地	5.529429087511423
境外	4.836281906951478
境遇	5.123963979403259
墓	5.123963979403259
墙	4.836281906951478
墙上	4.143134726391533
墙壁	4.836281906951478
墙壁贴	5.529429087511423
增	3.278137288904928
增值	3.7376696182833684
增加	2.1117024038980574
增势	5.529429087511423
增发	5.529429087511423
增员	5.123963979403259
增多	3.5145260669691587
增大	4.430816798843313
增幅	3.657626910609832
增强	3.5145260669691587
增持	4.836281906951478
增收	5.529429087511423
增添	4.02535169073515
增益	5.529429087511423
增至	4.276666119016055
增进	5.529429087511423
增速	3.3893629240151526
增量	3.824680995272998
增长	1.6899767749181127
增长期	5.123963979403259
增长点	4.613138355637268
增长率	4.02535169073515
墨	5.529429087511423
墨鱼	5.529429087511423
墨黑	5.123963979403259
壁垒	5.529429087511423
壁挂	5.529429087511423
壁纸	5.123963979403259
壕	5.529429087511423
壤	5.529429087511423
士兰微	5.529429087511423
士气	5.529429087511423
壮大	4.430816798843313
壮观	4.836281906951478
声	3.278137288904928
声乐	5.529429087511423
声势	5.123963979403259
声势浩大	5.529429087511423
声名	5.529429087511423
声场	5.529429087511423
声学	5.123963979403259
声情并茂	5.529429087511423
声明	3.332204510175204
声源	5.529429087511423
声称	3.824680995272998
声誉	5.529429087511423
声调	5.529429087511423
声道	5.123963979403259
声音	2.9644797300498866
壳	3.824680995272998
壳体	5.529429087511423
壳子	5.529429087511423
处	2.533696813957432
处于	2.2152430828388976
处以	5.529429087511423
处在	4.143134726391533
处境	5.529429087511423
处处	5.123963979403259
处理	2.128231705849268
处理器	1.7007876910223283
处理器主频	4.613138355637268
处罚	4.430816798843313
处置	5.529429087511423
处长	5.529429087511423
备	4.613138355637268
备付	5.123963979403259
备份	5.123963979403259
备受	3.7376696182833684
备忘	5.529429087511423
备忘录	5.529429087511423
备战	3.919991175077323
备案	5.529429087511423
备注	4.613138355637268
备货量	4.836281906951478
备足	5.529429087511423
备选	5.529429087511423
复	5.529429087511423
复兴	5.529429087511423
复制	4.430816798843313
复古	5.123963979403259
复合	5.529429087511423
复旦	5.529429087511423
复旦大学	5.529429087511423
复星	4.836281906951478
复杂	2.8213788864092133
复活	5.529429087511423
复苏	4.613138355637268
夏华辉	4.836281906951478
夏天	4.613138355637268
夏季	4.836281906951478
夏普	3.5145260669691587
夏普液晶	5.123963979403259
外	1.9185111748671988
外人	5.529429087511423
外企	5.529429087511423
外出	4.276666119016055
外力	5.529429087511423
外加	5.123963979403259
外包	4.276666119016055
外商	5.529429087511423
外围	5.529429087511423
外国	3.7376696182833684
外在	5.529429087511423
外地	5.123963979403259
外型	5.123963979403259
外型尺寸	5.123963979403259
外墙	5.529429087511423
外壳	3.58351893845611
外层	5.529429087511423
外形	3.332204510175204
外形尺寸	4.836281906951478
外接	4.276666119016055
外星	5.123963979403259
外星人	5.123963979403259
外泄	5.123963979403259
外流	5.529429087511423
外溢	5.529429087511423
外电	4.836281906951478
外界	3.1780538303479458
外皮	5.123963979403259
外置	4.613138355637268
外行	5.123963979403259
外行星	5.123963979403259
外表	4.430816798843313
外观	1.791759469228055
外语	5.529429087511423
外贸	5.529429087511423
外资	4.613138355637268
外部	3.7376696182833684
外部材质	5.529429087511423
外部设备	5.529429087511423
外销	4.836281906951478
外需	5.529429087511423
外面	4.02535169073515
多	0.37037378829689427
多一	5.529429087511423
多久	3.7376696182833684
多于	5.123963979403259
多元	3.657626910609832
多元化	3.824680995272998
多元性	5.123963979403259
多功能	5.123963979403259
多半	5.123963979403259
多发	5.529429087511423
多可	5.529429087511423
多合一	5.123963979403259
多多	4.836281906951478
多头	5.123963979403259
多媒体	3.7376696182833684
多少	1.3942625307690675
多层	5.529429087511423
多巴胺	5.529429087511423
多年	2.8903717578961645
多彩	5.123963979403259
多数	3.1780538303479458
多方	4.430816798843313
多方位	5.529429087511423
多日	4.613138355637268
多普达	4.836281906951478
多样	5.123963979403259
多样化	5.123963979403259
多点式	5.529429087511423
多种	2.8903717578961645
多种多样	5.529429087511423
多诺	5.529429087511423
